employee_id,first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,date_of_birth,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,active_flag,non_active_flag,termination_flag,voluntary_termination_flag,involuntary_termination_flag,employee_status_group,tenure_days,tenure_years,application_date,education_level,years_of_experience,desired_salary,recruitment_job_title,recruitment_status,survey_date,engagement_score,satisfaction_score,work_life_balance_score,engagement_segment,training_date,training_program_name,training_type,training_outcome,training_location,trainer,training_duration_days,training_cost,training_timing,early_attrition_6m_flag,early_attrition_12m_flag
1047,Sincere,Jimenez,2021-11-27,,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,,Software Engineering,Field Operations,1947-11-24,MA,Technician,Female,73877,Hispanic,Single,Fully Meets,3,1,0,0,0,0,Active,1683,4.61,2023-05-24,High School,14,99015.22,Therapeutic radiographer,Rejected,2023-05-12,4,2,3,High Engagement,2022-11-27,Project Management,Internal,Passed,Smithland,James Phelps,2,606.63,After Start Date,0,0
1048,Stephen,Daugherty,2019-11-29,,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,General - Con,1956-07-19,MA,Helper,Male,48971,Asian,Widowed,Fully Meets,3,1,0,0,0,0,Active,2412,6.6,2023-07-28,PhD,7,50437.39,"Engineer, electronics",In Review,2022-10-19,3,1,4,Medium Engagement,2022-12-02,Leadership Development,Internal,Completed,Powelltown,Ronald Rivera,5,503.99,After Start Date,0,0
1049,Demarion,Morrow,2019-05-30,2020-12-19,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Plan capital firm foreign.,Software Engineering,Field Operations,1954-09-26,MA,Technician,Male,16259,White,Married,Fully Meets,3,0,1,1,1,0,Terminated,569,1.56,2023-07-04,Master's Degree,4,86589.55,"Scientist, research (medical)",Applied,2023-07-27,3,5,2,Medium Engagement,2022-11-20,Leadership Development,Internal,Completed,Gonzalezfort,Dr. Patricia Johnson,2,518.54,After Start Date,0,0
1050,Steven,Schneider,2020-11-23,,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Finance & Accounting,1993-07-04,MA,Accounting,Male,64114,Black,Widowed,Fully Meets,3,1,0,0,0,0,Active,2052,5.62,2023-06-09,High School,10,94813.46,"Surveyor, land/geomatics",Interviewing,2023-07-03,4,5,1,High Engagement,2023-08-03,Customer Service,Internal,Completed,Samanthaport,James Reed,1,846.43,After Start Date,0,0
1051,Devon,Hinton,2022-04-08,2023-01-11,Software Engineer,Allison York,devon.hinton@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Her office place.,Software Engineering,Field Operations,1981-04-29,MA,Operator,Male,14669,White,Divorced,Fully Meets,3,1,0,0,0,0,Active,278,0.76,2023-07-06,High School,10,68968.39,"Surveyor, hydrographic",Offered,2023-01-01,2,4,5,Low Engagement,2022-10-13,Leadership Development,Internal,Passed,Hardingfort,Mark Morgan,3,572.94,After Start Date,0,0
1052,Jacquelyn,Johns,2021-02-25,2021-06-04,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Plant enjoy these drive themselves never hit PM.,Software Engineering,General - Con,1980-06-21,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3,1,0,0,0,0,Active,99,0.27,2023-05-23,Bachelor's Degree,7,94839.96,Land/geomatics surveyor,Applied,2022-11-19,1,4,4,Low Engagement,2022-10-25,Communication Skills,Internal,Incomplete,Larryview,Robin Becker,4,234.76,After Start Date,0,0
1053,Blaine,Keith,2019-03-13,2021-04-07,Shared Services Manager,Timothy Hansen,blaine.keith@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Resignation,Wind commercial in ahead will realize.,Software Engineering,Project Management - Con,1947-07-25,MA,Project Manager,Female,43336,Hispanic,Divorced,Fully Meets,3,1,0,0,0,0,Active,756,2.07,2023-06-04,PhD,4,30451.54,Data processing manager,Interviewing,2022-10-12,2,1,4,Low Engagement,2022-12-19,Communication Skills,External,Passed,Valdezfort,Erika Roberts,4,704.7,After Start Date,0,0
1054,Phillip,Salazar,2023-02-12,,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Engineers,1993-05-10,MA,Project Manager,Male,56271,White,Single,Fully Meets,3,1,0,0,0,0,Active,1241,3.4,2023-05-28,PhD,18,89697.68,Paediatric nurse,Applied,2023-07-05,1,5,2,Low Engagement,2022-11-04,Technical Skills,External,Failed,Tammyfurt,Cynthia Porter,3,533.97,Before Start Date,0,0
1055,Chaz,Webb,2018-09-08,,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Software Engineering,Field Operations,1995-11-24,MA,Laborer,Female,56708,White,Widowed,Fully Meets,3,1,0,0,0,0,Active,2859,7.83,2023-07-23,PhD,6,36962.77,Chief of Staff,Offered,2022-09-23,3,4,1,Medium Engagement,2022-11-15,Customer Service,Internal,Passed,West Robert,Anna Petty,2,125.7,After Start Date,0,0
1056,Desmond,Anderson,2021-11-18,,Software Engineer,Kari Bishop,desmond.anderson@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Wireline Construction,1943-09-01,MA,Driver,Male,12869,Hispanic,Widowed,Fully Meets,3,1,0,0,0,0,Active,1692,4.63,2023-06-22,Bachelor's Degree,9,94864.14,Site engineer,Interviewing,2023-01-17,4,2,2,High Engagement,2023-02-16,Leadership Development,Internal,Completed,South Julieville,Julie Cole,2,442.06,After Start Date,0,0
1057,Sophie,Decker,2023-07-01,,Software Engineer,Justin Grant,sophie.decker@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Software Engineering,Wireline Construction,1998-10-27,MA,Foreman,Male,18240,Asian,Widowed,Fully Meets,3,1,0,0,0,0,Active,1102,3.02,2023-05-22,Master's Degree,13,87952.33,Armed forces operational officer,In Review,2023-03-12,3,2,5,Medium Engagement,2022-10-23,Project Management,Internal,Failed,East Amanda,Andrew Herrera,4,649.23,Before Start Date,0,0
1058,Lena,Bryan,2022-04-18,,Software Engineer,Sarah Sims,lena.bryan@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Billable Consultants,1942-03-13,MA,Technician,Male,77311,Hispanic,Married,Fully Meets,3,1,0,0,0,0,Active,1541,4.22,2023-06-12,PhD,7,94509.27,Learning mentor,Rejected,2023-03-06,4,2,1,High Engagement,2023-04-01,Project Management,External,Incomplete,South Jesusport,Amanda Christian,1,855.67,After Start Date,0,0
1059,Kelsie,Mccormick,2023-04-29,,Software Engineer,Emily Brennan,kelsie.mccormick@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Engineers,1974-05-23,MA,Engineer,Female,63959,Asian,Widowed,Fully Meets,3,1,0,0,0,0,Active,1165,3.19,2023-05-15,PhD,8,67090.18,Press photographer,Applied,2023-03-29,4,3,3,High Engagement,2022-09-16,Technical Skills,Internal,Incomplete,Brianville,Victoria Vasquez,3,256.82,Before Start Date,0,0
1060,Frida,Livingston,2018-10-10,2018-12-25,Shared Services Manager,Sandra Black,frida.livingston@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Improve center sure Mr respond for recent.,Software Engineering,General - Con,1976-02-05,MA,Project Manager,Female,20331,Black,Single,Fully Meets,3,1,0,0,0,0,Active,76,0.21,2023-06-24,Master's Degree,14,33552.59,"Journalist, magazine",Applied,2023-07-01,5,5,4,High Engagement,2022-09-06,Project Management,Internal,Completed,East Andres,Cindy Schultz,1,770.84,After Start Date,0,0
1061,Isai,Alvarado,2022-11-20,,Shared Services Manager,Laura Norman,isai.alvarado@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Software Engineering,General - Sga,1993-05-21,MA,Specialist,Female,45515,Other,Single,Fully Meets,3,1,0,0,0,0,Active,1325,3.63,2023-06-12,Bachelor's Degree,14,35323.64,"Geneticist, molecular",Interviewing,2023-02-05,3,3,1,Medium Engagement,2023-08-01,Project Management,Internal,Incomplete,Paigefurt,Nathan Mitchell,2,862.33,After Start Date,0,0
1062,Travis,Vasquez,2019-05-18,2020-01-14,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Rise activity learn step power simple sure.,Software Engineering,Engineers,1969-11-03,MA,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3,0,1,1,1,0,Terminated,241,0.66,2023-06-25,Master's Degree,14,82806.6,"Accountant, chartered management",Applied,2023-01-03,3,2,1,Medium Engagement,2022-11-27,Technical Skills,Internal,Failed,Carolinemouth,Taylor Barron,5,702.84,After Start Date,0,1
1063,Jazlene,Maynard,2021-06-22,,Software Engineer,James Baker,jazlene.maynard@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Software Engineering,Aerial,1945-04-19,MA,Foreman,Female,15748,Black,Single,Fully Meets,3,1,0,0,0,0,Active,1841,5.04,2023-07-03,Master's Degree,0,40113.74,Insurance broker,Applied,2023-07-25,5,2,4,High Engagement,2022-10-15,Technical Skills,Internal,Completed,Onealland,Eric Harris,1,523.82,After Start Date,0,0
1064,Wyatt,Donovan,2022-03-30,2022-04-13,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,North help rock stage someone book.,Software Engineering,Field Operations,1987-02-24,MA,Technician,Male,67106,White,Divorced,Fully Meets,3,0,1,1,1,0,Terminated,14,0.04,2023-06-07,Bachelor's Degree,14,63245.8,Sports therapist,Interviewing,2022-12-14,5,4,4,High Engagement,2022-10-06,Leadership Development,External,Passed,South Charlene,Jacqueline Barton,1,819.86,After Start Date,1,1
1065,Nathaly,Cooper,2018-08-28,,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Engineers,1995-06-26,MA,Engineer,Male,33438,Other,Widowed,Fully Meets,3,1,0,0,0,0,Active,2870,7.86,2023-06-11,PhD,14,95411.82,"Research officer, government",Interviewing,2023-01-20,5,3,4,High Engagement,2022-12-09,Technical Skills,External,Passed,East Leah,Kara Frazier MD,4,486.01,After Start Date,0,0
1066,Gage,Weeks,2021-12-27,2023-01-05,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Face garden central since several food.,Software Engineering,Catv,1981-04-23,MA,Operator,Male,61106,Hispanic,Single,Fully Meets,3,1,0,0,0,0,Active,374,1.02,2023-06-07,Master's Degree,20,58671.8,"Engineer, control and instrumentation",Applied,2023-07-15,4,3,5,High Engagement,2023-06-14,Communication Skills,Internal,Completed,Brandonberg,Travis Knox,5,769.42,After Start Date,0,0
1067,Gavin,Frye,2020-11-14,,Software Engineer,Carla Cox,gavin.frye@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1948-12-07,MA,Technician,Female,25160,White,Married,Fully Meets,3,1,0,0,0,0,Active,2061,5.64,2023-06-02,High School,18,36020.54,Tree surgeon,Applied,2023-06-10,3,2,5,Medium Engagement,2023-06-24,Project Management,External,Completed,Toddtown,Joseph Long,5,857.65,After Start Date,0,0
1068,Amber,Ross,2021-10-01,,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,,Software Engineering,Wireline Construction,1998-12-24,MA,Project Manager,Female,52694,Black,Widowed,Fully Meets,3,1,0,0,0,0,Active,1740,4.76,2023-06-14,High School,20,33092.62,Heritage manager,Rejected,2022-10-09,3,2,2,Medium Engagement,2022-11-06,Communication Skills,External,Completed,Richardmouth,Ashley Wright,1,238.27,After Start Date,0,0
1069,Wyatt,Edwards,2018-10-13,2023-05-28,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Really full stand face explain would keep energy.,Software Engineering,General - Con,1975-09-13,MA,Foreman,Female,30264,Other,Widowed,Fully Meets,3,1,0,0,0,0,Active,1688,4.62,2023-06-29,Master's Degree,10,37140.47,"Engineer, building services",Offered,2023-02-04,3,1,2,Medium Engagement,2022-08-22,Communication Skills,Internal,Failed,South Angelaview,Brandi Petersen,5,886.06,After Start Date,0,0
1070,Karla,Reed,2018-12-15,2022-05-28,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Resignation,Or add data indicate account father early these.,Software Engineering,General - Sga,1998-11-04,MA,Project Manager,Male,22326,Black,Married,Fully Meets,3,1,0,0,0,0,Active,1260,3.45,2023-05-11,High School,6,95676.14,Exhibition designer,Applied,2023-03-05,3,1,2,Medium Engagement,2023-01-14,Technical Skills,Internal,Failed,Robertside,Zachary Wilson,1,943.8,After Start Date,0,0
1071,Yadira,Mcmillan,2019-03-28,2020-10-17,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Guy ten dream. Thing he care series.,Software Engineering,Field Operations,1968-06-23,MA,Laborer,Male,30139,Black,Married,Fully Meets,3,0,1,1,1,0,Terminated,569,1.56,2023-05-13,Master's Degree,13,54109.46,Waste management officer,Offered,2023-05-15,1,2,2,Low Engagement,2023-03-16,Communication Skills,Internal,Completed,Johnport,Amanda Medina,5,234.26,After Start Date,0,0
1072,Fernando,Mcconnell,2018-12-27,,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Software Engineering,Field Operations,1977-01-20,MA,Operator,Female,93329,Asian,Widowed,Fully Meets,3,1,0,0,0,0,Active,2749,7.53,2023-05-09,High School,5,88944.93,Publishing rights manager,Rejected,2023-02-18,2,2,3,Low Engagement,2023-05-19,Technical Skills,Internal,Passed,Mendozamouth,Melissa Campos,5,179.91,After Start Date,0,0
1073,Sean,Bean,2019-05-11,,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Software Engineering,Field Operations,1998-09-24,MA,Foreman,Male,67825,White,Single,Fully Meets,3,1,0,0,0,0,Active,2614,7.16,2023-05-28,Master's Degree,17,54055.25,Oncologist,Rejected,2023-02-16,4,4,2,High Engagement,2022-10-03,Project Management,Internal,Failed,Ivanburgh,Ryan Hunter,4,306.3,After Start Date,0,0
1074,Lilianna,Mccall,2021-02-19,2023-02-24,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Professional usually hospital worker among.,Software Engineering,General - Con,1983-07-08,MA,Laborer,Male,86545,Asian,Divorced,Fully Meets,3,0,1,1,1,0,Terminated,735,2.01,2023-05-27,PhD,4,54756.63,Structural engineer,Applied,2023-02-10,3,4,1,Medium Engagement,2023-07-07,Project Management,Internal,Passed,Davisberg,Ashley Garrett,5,103.42,After Start Date,0,0
1075,Salvador,Thomas,2022-11-05,2023-04-16,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Health American identify meeting.,Software Engineering,Engineers,1968-04-23,MA,Engineer,Male,76670,Asian,Married,Fully Meets,3,1,0,0,0,0,Active,162,0.44,2023-06-12,Bachelor's Degree,18,57232.37,"Production assistant, television",Applied,2023-04-10,1,2,3,Low Engagement,2023-05-16,Project Management,Internal,Passed,East Darryl,Ronald Ortiz,4,573.29,After Start Date,0,0
1076,Jair,Silva,2020-03-22,2020-09-28,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Gun bill spend anyone.,Software Engineering,General - Eng,1943-01-28,MA,Administrative,Female,29368,White,Widowed,Fully Meets,3,1,0,0,0,0,Active,190,0.52,2023-07-14,PhD,1,90276.12,"Surveyor, planning and development",In Review,2023-04-11,1,3,1,Low Engagement,2022-11-07,Technical Skills,External,Incomplete,Jamieville,Becky Hebert,4,619.61,After Start Date,0,0
1077,Derek,Moreno,2019-02-02,,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Wireless,1992-05-10,MA,Foreman,Female,97585,Black,Single,Fully Meets,3,1,0,0,0,0,Active,2712,7.43,2023-08-05,High School,18,89892.0,Petroleum engineer,Interviewing,2022-10-12,5,2,4,High Engagement,2022-12-21,Project Management,Internal,Incomplete,West Brookechester,Joshua Kirk,1,947.17,After Start Date,0,0
1078,Litzy,Conner,2020-02-24,2021-06-16,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Crime west best industry right alone begin.,Software Engineering,Aerial,1997-03-19,MA,Foreman,Female,42710,Asian,Divorced,Fully Meets,3,1,0,0,0,0,Active,478,1.31,2023-07-09,PhD,20,65575.02,Academic librarian,Offered,2023-07-28,3,3,4,Medium Engagement,2023-03-24,Project Management,External,Passed,Villanuevaborough,Patrick Bryant,1,597.64,After Start Date,0,0
1079,Joanna,Burnett,2021-04-07,2022-05-01,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Story knowledge policy. Board tax treatment.,Software Engineering,Project Management - Eng,2000-04-11,MA,Manager,Female,21279,Hispanic,Divorced,Fully Meets,3,1,0,0,0,0,Active,389,1.07,2023-07-12,Bachelor's Degree,2,92135.46,Arts development officer,Rejected,2022-10-08,2,2,1,Low Engagement,2023-04-15,Communication Skills,External,Incomplete,North Jon,Maria Jones,5,861.1,After Start Date,0,0
1080,Abdullah,Frederick,2020-11-14,,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Fielders,1988-08-04,MA,Engineer,Male,17976,Black,Widowed,Fully Meets,3,1,0,0,0,0,Active,2061,5.64,2023-07-08,Bachelor's Degree,18,37453.4,"Development worker, community",In Review,2023-03-04,3,1,3,Medium Engagement,2023-04-22,Customer Service,External,Passed,Mcleanburgh,Sandra Joseph,4,199.14,After Start Date,0,0
1081,Armani,Porter,2022-01-17,2022-08-10,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Imagine plant southern sound reduce.,Software Engineering,General - Con,1965-08-24,MA,Laborer,Male,53628,Asian,Divorced,Fully Meets,3,0,1,1,1,0,Terminated,205,0.56,2023-05-27,PhD,0,51338.07,Commercial art gallery manager,Rejected,2023-03-03,1,3,3,Low Engagement,2023-06-05,Communication Skills,External,Failed,Brandonview,Samuel Wilson,3,526.08,After Start Date,0,1
1082,Taylor,Sanders,2021-09-02,2023-06-27,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Retirement,Resource top fear shake green view great which.,Software Engineering,General - Con,1976-03-03,MA,Technician,Male,84761,Other,Married,Fully Meets,3,1,0,0,0,0,Active,663,1.82,2023-07-17,PhD,5,46331.6,Secondary school teacher,Applied,2023-02-27,1,4,1,Low Engagement,2023-04-22,Customer Service,External,Incomplete,New Colinfort,Angela Colon,5,662.15,After Start Date,0,0
1083,Iliana,Randall,2023-07-30,,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Aerial,1963-01-09,MA,Supervisor,Female,2187,Asian,Divorced,Fully Meets,3,1,0,0,0,0,Active,1073,2.94,2023-06-28,High School,3,68558.44,Financial controller,Offered,2023-01-09,5,5,3,High Engagement,2022-11-18,Project Management,External,Completed,North Brandy,Molly Hughes,4,869.89,Before Start Date,0,0
1084,Luke,Henderson,2023-06-27,,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unk,,Software Engineering,Executive,1989-08-12,MA,Administrator,Male,76615,White,Single,Fully Meets,3,1,0,0,0,0,Active,1106,3.03,2023-07-07,Bachelor's Degree,4,56332.62,Brewing technologist,Offered,2023-02-19,1,2,4,Low Engagement,2022-12-17,Leadership Development,External,Completed,West Jessicatown,Morgan Thomas,3,295.4,Before Start Date,0,0
1085,Madelyn,Lambert,2022-03-27,,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,General - Con,1952-03-10,MA,Lineman,Male,18707,Other,Divorced,Fully Meets,3,1,0,0,0,0,Active,1563,4.28,2023-06-28,High School,17,71506.9,Chartered legal executive (England and Wales),Rejected,2023-01-09,5,5,3,High Engagement,2022-11-01,Customer Service,External,Passed,East Katherinetown,Bradley Petersen,5,993.13,After Start Date,0,0
1086,Ava,Pace,2022-08-12,2022-10-20,Software Engineer,Justin Young,ava.pace@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Voluntary,Thousand both simple network let.,Software Engineering,Field Operations,1973-07-30,MA,Supervisor,Female,23203,Black,Single,Fully Meets,3,1,0,0,0,0,Active,69,0.19,2023-06-13,High School,7,97605.13,Optometrist,Interviewing,2023-03-14,1,1,5,Low Engagement,2023-07-15,Leadership Development,External,Completed,East Robertside,Patrick Andrews,2,641.69,After Start Date,0,0
1087,Delaney,Bruce,2022-07-08,2023-08-04,Software Engineer,Robert Salinas,delaney.bruce@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Voluntary,Party explain perhaps.,Software Engineering,Field Operations,1974-08-05,MA,Tower Hand,Female,18844,Other,Married,Fully Meets,3,1,0,0,0,0,Active,392,1.07,2023-07-02,PhD,12,74372.98,"Engineer, site",In Review,2023-05-03,1,5,2,Low Engagement,2023-05-10,Technical Skills,Internal,Incomplete,Heatherview,Ryan Crawford,5,197.34,After Start Date,0,0
1088,Jair,Bullock,2020-08-15,2021-01-23,Software Engineer,Mary Anderson,jair.bullock@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Resignation,Specific fire rate fly clearly.,Software Engineering,General - Con,1991-04-08,MA,Foreman,Female,64815,White,Widowed,Fully Meets,3,1,0,0,0,0,Active,161,0.44,2023-06-27,PhD,4,94408.04,Barista,Interviewing,2023-04-20,4,3,1,High Engagement,2023-05-17,Leadership Development,External,Failed,North Elizabeth,Keith Richardson,2,235.15,After Start Date,0,0
1089,Kayla,Farrell,2023-05-27,2023-06-14,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Your plant win seem hair him career style.,Software Engineering,Wireline Construction,1953-04-29,MA,Groundman,Female,69860,Black,Married,Fully Meets,3,1,0,0,0,0,Active,18,0.05,2023-05-08,Bachelor's Degree,10,82596.57,Patent attorney,Offered,2023-04-19,3,1,5,Medium Engagement,2023-05-27,Technical Skills,Internal,Passed,North Amanda,Jasmin Walker,2,697.28,After Start Date,0,0
1090,Taylor,Gamble,2023-01-02,,Shared Services Manager,Jennifer Murphy,taylor.gamble@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Field Operations,1965-08-28,MA,Technician,Female,93542,Black,Divorced,Fully Meets,3,1,0,0,0,0,Active,1282,3.51,2023-08-03,PhD,18,51290.15,"Designer, jewellery",Offered,2023-05-16,4,3,4,High Engagement,2023-03-21,Communication Skills,External,Completed,Wrightton,Tracy Sanchez,1,910.33,After Start Date,0,0
1091,Carl,Desimone,2018-11-16,2021-04-03,Production Technician I,Daniel Booth,carl.desimone@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Involuntary,Fine use card current agent.,Production,General - Sga,1986-08-26,MA,Supervisor,Male,2061,Asian,Single,Fully Meets,3,1,0,0,0,0,Active,869,2.38,2023-05-20,Bachelor's Degree,8,96445.23,"Engineer, civil (contracting)",Applied,2023-04-22,2,4,3,Low Engagement,2022-10-20,Customer Service,Internal,Incomplete,Port Patricia,Jennifer Bailey,2,213.91,After Start Date,0,0
1092,Sophia,Theamstern,2022-07-12,,Production Technician I,Martin Jackson,sophia.theamstern@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production,Field Operations,1970-01-27,MA,Clerk,Female,2066,Hispanic,Divorced,Fully Meets,3,1,0,0,0,0,Active,1456,3.99,2023-05-31,Bachelor's Degree,17,51993.14,"Nurse, mental health",In Review,2023-03-08,1,4,1,Low Engagement,2022-09-20,Communication Skills,Internal,Completed,Wilkinsfurt,Heather Gutierrez,5,971.46,After Start Date,0,0
1093,Kara,Harrison,2022-12-16,,Production Technician I,Elizabeth Richards,kara.harrison@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production,Engineers,1979-04-26,MA,Engineer,Female,1886,Asian,Widowed,Fully Meets,3,1,0,0,0,0,Active,1299,3.56,2023-07-25,High School,11,67885.98,"Doctor, general practice",Interviewing,2023-03-05,3,1,4,Medium Engagement,2023-07-07,Customer Service,External,Failed,West Matthew,George Burns,5,995.52,After Start Date,0,0
1094,Ming,Huynh,2023-05-08,,Production Technician II,Jose Bray,ming.huynh@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production,Field Operations,1994-03-18,MA,Foreman,Female,1742,Other,Single,Fully Meets,3,1,0,0,0,0,Active,1156,3.16,2023-06-26,Master's Degree,7,70059.94,Furniture designer,Rejected,2023-01-22,5,4,5,High Engagement,2022-08-18,Communication Skills,Internal,Failed,South Joshuatown,Richard Mckee,4,161.4,Before Start Date,0,0
1095,Karen,Mancuso,2023-04-07,,Production Technician II,Jamie Frye,karen.mancuso@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production,Engineers,1941-11-28,MA,Engineer,Female,2176,Hispanic,Divorced,Fully Meets,3,1,0,0,0,0,Active,1187,3.25,2023-05-15,High School,3,38348.79,Radio broadcast assistant,Applied,2023-03-17,1,2,1,Low Engagement,2022-08-17,Customer Service,Internal,Passed,New Kimberly,Jeremy Schneider,4,715.87,Before Start Date,0,0
1096,Linda,Anderson,2022-02-15,2022-10-19,Production Technician I,Adam Hunt,linda.anderson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Issue loss day provide everyone white.,Production,Shop (Fleet),1973-01-11,MA,Mechanic,Female,1844,Asian,Married,Fully Meets,3,1,0,0,0,0,Active,246,0.67,2023-08-02,High School,20,36060.91,Technical sales engineer,Interviewing,2022-12-17,1,3,2,Low Engagement,2022-09-25,Technical Skills,External,Incomplete,Alexandriachester,Adam Robinson,5,778.25,After Start Date,0,0
1097,Nilson,Fernandes,2023-07-17,2023-08-03,Production Technician I,Jeffrey Saunders,nilson.fernandes@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Involuntary,Blue star hospital work.,Production,Field Operations,1999-08-02,MA,Technician,Male,2132,Hispanic,Divorced,Fully Meets,3,1,0,0,0,0,Active,17,0.05,2023-07-02,PhD,16,59939.36,Glass blower/designer,Interviewing,2022-10-31,1,2,5,Low Engagement,2022-08-11,Customer Service,Internal,Completed,Port Danielmouth,Ryan Bradley,1,609.5,Before Start Date,0,0
